location,county_fips,activity,human_cases,neuro_cases,blood_donor_cases,year
"ID, Caribou",16029,Human infections and non-human activity,1.0,1.0,1.0,2024
"ID, Clark",16033,Non-human activity,0.0,0.0,0.0,2024
"ID, Clearwater",16035,Human infections,1.0,0.0,0.0,2024
"ID, Custer",16037,Human infections and non-human activity,9.0,0.0,0.0,2024
"ID, Fremont",16043,Human infections and non-human activity,6.0,0.0,0.0,2024
"ID, Idaho",16049,Human infections and non-human activity,3.0,0.0,0.0,2024
"ID, Jefferson",16051,Human infections and non-human activity,15.0,3.0,2.0,2024
"ID, Kootenai",16055,Human infections and non-human activity,4.0,3.0,0.0,2024
"ID, Latah",16057,Non-human activity,0.0,0.0,0.0,2024
"ID, Lemhi",16059,Human infections and non-human activity,11.0,3.0,0.0,2024
"ID, Lewis",16061,Human infections,2.0,2.0,0.0,2024
"ID, Lincoln",16063,Human infections and non-human activity,18.0,5.0,0.0,2024
"ID, Madison",16065,Human infections and non-human activity,9.0,3.0,0.0,2024
"ID, Minidoka",16067,Human infections and non-human activity,25.0,9.0,1.0,2024
"ID, Oneida",16071,Human infections and non-human activity,2.0,0.0,0.0,2024
"ID, Owyhee",16073,Human infections and non-human activity,55.0,15.0,2.0,2024
"ID, Power",16077,Human infections and non-human activity,2.0,0.0,0.0,2024
"ID, Teton",16081,Human infections and non-human activity,5.0,0.0,0.0,2024
"ID, Valley",16085,Human infections and non-human activity,3.0,2.0,1.0,2024
"IL, Adams",17001,Human infections and non-human activity,7.0,2.0,1.0,2024
"IL, Alexander",17003,Non-human activity,0.0,0.0,0.0,2024
"IL, Brown",17009,Human infections and non-human activity,1.0,1.0,0.0,2024
"IL, Calhoun",17013,Non-human activity,0.0,0.0,0.0,2024
"IL, Cass",17017,Human infections and non-human activity,1.0,0.0,0.0,2024
"IL, Clark",17023,Human infections and non-human activity,2.0,1.0,0.0,2024
"IL, Crawford",17033,Human infections and non-human activity,8.0,5.0,0.0,2024
"IL, Cumberland",17035,Human infections and non-human activity,3.0,1.0,0.0,2024
"IL, De Witt",17039,Human infections and non-human activity,1.0,1.0,0.0,2024
"IL, Edgar",17045,Human infections and non-human activity,4.0,4.0,0.0,2024
"IL, Edwards",17047,Human infections and non-human activity,1.0,0.0,0.0,2024
"IL, Hamilton",17065,Non-human activity,0.0,0.0,0.0,2024
"IL, Hardin",17069,Human infections and non-human activity,1.0,1.0,0.0,2024
"IL, Henderson",17071,Human infections and non-human activity,2.0,1.0,0.0,2024
"IL, Iroquois",17075,Human infections and non-human activity,1.0,0.0,1.0,2024
"IL, Jefferson",17081,Human infections and non-human activity,5.0,3.0,3.0,2024
"IL, Jo Daviess",17085,Human infections and non-human activity,4.0,3.0,0.0,2024
"IL, Johnson",17087,Non-human activity,0.0,0.0,0.0,2024
"IL, Lawrence",17101,Human infections and non-human activity,0.0,0.0,1.0,2024
"IL, Marion",17121,Human infections and non-human activity,9.0,6.0,1.0,2024
"IL, Mason",17125,Human infections and non-human activity,4.0,1.0,0.0,2024
"IL, Mercer",17131,Human infections and non-human activity,1.0,0.0,0.0,2024
"IL, Perry",17145,Human infections and non-human activity,1.0,1.0,1.0,2024
"IL, Piatt",17147,Human infections and non-human activity,3.0,2.0,0.0,2024
"IL, Pike",17149,Human infections and non-human activity,1.0,0.0,0.0,2024
"IL, Richland",17159,Human infections and non-human activity,3.0,3.0,0.0,2024
"IL, Schuyler",17169,Human infections and non-human activity,1.0,1.0,0.0,2024
"IL, Shelby",17173,Human infections and non-human activity,3.0,0.0,0.0,2024
"IL, Wabash",17185,Human infections and non-human activity,4.0,2.0,0.0,2024
"IL, Warren",17187,Human infections and non-human activity,3.0,2.0,0.0,2024
"IL, Washington",17189,Human infections and non-human activity,1.0,1.0,0.0,2024
"IL, Whiteside",17195,Human infections and non-human activity,7.0,3.0,0.0,2024
"IL, Woodford",17203,Human infections and non-human activity,7.0,2.0,0.0,2024
"IA, Adair",19001,Human infections and non-human activity,2.0,1.0,0.0,2024
"IA, Adams",19003,Human infections and non-human activity,4.0,2.0,0.0,2024
"IA, Allamakee",19005,Human infections and non-human activity,1.0,1.0,0.0,2024
"IA, Appanoose",19007,Human infections and non-human activity,1.0,1.0,0.0,2024
"IA, Audubon",19009,Human infections and non-human activity,8.0,5.0,0.0,2024
"IA, Bremer",19017,Human infections and non-human activity,5.0,2.0,1.0,2024
"IA, Buchanan",19019,Human infections and non-human activity,1.0,0.0,2.0,2024
"IA, Buena Vista",19021,Human infections and non-human activity,5.0,4.0,0.0,2024
"IA, Butler",19023,Human infections and non-human activity,1.0,1.0,0.0,2024
"IA, Calhoun",19025,Human infections and non-human activity,6.0,3.0,0.0,2024
"IA, Cerro Gordo",19033,Human infections and non-human activity,6.0,6.0,0.0,2024
"IA, Chickasaw",19037,Human infections and non-human activity,5.0,3.0,0.0,2024
"IA, Clay",19041,Human infections and non-human activity,1.0,0.0,2.0,2024
"IA, Clayton",19043,Human infections and non-human activity,1.0,0.0,0.0,2024
"IA, Clinton",19045,Human infections and non-human activity,5.0,4.0,2.0,2024
"IA, Crawford",19047,Human infections and non-human activity,11.0,6.0,3.0,2024
"IA, Dallas",19049,Human infections and non-human activity,6.0,5.0,3.0,2024
"IA, Davis",19051,Non-human activity,0.0,0.0,0.0,2024
"IA, Decatur",19053,Human infections and non-human activity,1.0,1.0,1.0,2024
"IA, Delaware",19055,Human infections and non-human activity,1.0,0.0,0.0,2024
"IA, Des Moines",19057,Human infections and non-human activity,6.0,3.0,2.0,2024
"IA, Fayette",19065,Human infections and non-human activity,3.0,1.0,1.0,2024
"IA, Floyd",19067,Human infections and non-human activity,5.0,3.0,0.0,2024
"IA, Franklin",19069,Human infections and non-human activity,3.0,2.0,0.0,2024
"IA, Fremont",19071,Human infections and non-human activity,5.0,3.0,0.0,2024
"IA, Guthrie",19077,Human infections and non-human activity,1.0,0.0,0.0,2024
"IA, Hamilton",19079,Human infections and non-human activity,2.0,2.0,0.0,2024
"IA, Hancock",19081,Human infections and non-human activity,3.0,1.0,0.0,2024
"IA, Henry",19087,Human infections and non-human activity,6.0,2.0,0.0,2024
"IA, Howard",19089,Non-human activity,0.0,0.0,0.0,2024
"IA, Humboldt",19091,Human infections and non-human activity,7.0,2.0,1.0,2024
"IA, Iowa",19095,Human infections and non-human activity,1.0,0.0,0.0,2024
"IA, Jackson",19097,Human infections and non-human activity,3.0,2.0,2.0,2024
"IA, Jasper",19099,Human infections and non-human activity,7.0,3.0,0.0,2024
"IA, Jefferson",19101,Non-human activity,0.0,0.0,0.0,2024
"IA, Jones",19105,Human infections and non-human activity,3.0,1.0,0.0,2024
"IA, Keokuk",19107,Human infections and non-human activity,3.0,2.0,2.0,2024
"IA, Lee",19111,Human infections and non-human activity,6.0,4.0,1.0,2024
"IA, Louisa",19115,Human infections and non-human activity,2.0,1.0,0.0,2024
"IA, Madison",19121,Human infections and non-human activity,4.0,3.0,0.0,2024
"IA, Mahaska",19123,Human infections and non-human activity,5.0,3.0,1.0,2024
"IA, Marshall",19127,Human infections and non-human activity,6.0,5.0,1.0,2024
"IA, Mills",19129,Human infections and non-human activity,7.0,3.0,0.0,2024
"IA, Monona",19133,Human infections and non-human activity,18.0,7.0,1.0,2024
"IA, Monroe",19135,Human infections and non-human activity,4.0,2.0,0.0,2024
"IA, Montgomery",19137,Human infections and non-human activity,14.0,8.0,0.0,2024
"IA, Osceola",19143,Human infections and non-human activity,4.0,3.0,0.0,2024
"IA, Palo Alto",19147,Human infections and non-human activity,2.0,2.0,0.0,2024
"IA, Poweshiek",19157,Human infections and non-human activity,3.0,2.0,1.0,2024
"IA, Ringgold",19159,Human infections and non-human activity,3.0,2.0,1.0,2024
"IA, Sac",19161,Human infections and non-human activity,4.0,2.0,2.0,2024
"IA, Tama",19171,Human infections and non-human activity,4.0,1.0,0.0,2024
"IA, Taylor",19173,Non-human activity,0.0,0.0,0.0,2024
"IA, Union",19175,Human infections and non-human activity,2.0,0.0,1.0,2024
"IA, Van Buren",19177,Human infections and non-human activity,2.0,1.0,0.0,2024
"IA, Wapello",19179,Human infections and non-human activity,4.0,2.0,0.0,2024
"IA, Warren",19181,Human infections and non-human activity,9.0,8.0,1.0,2024
"IA, Washington",19183,Human infections and non-human activity,4.0,3.0,1.0,2024
"IA, Wayne",19185,Human infections and non-human activity,2.0,0.0,1.0,2024
"IA, Webster",19187,Human infections and non-human activity,6.0,4.0,2.0,2024
"IA, Winnebago",19189,Human infections and non-human activity,1.0,1.0,2.0,2024
"IA, Winneshiek",19191,Human infections and non-human activity,1.0,0.0,0.0,2024
"IA, Worth",19195,Non-human activity,0.0,0.0,0.0,2024
IA,19999,Human infections,2.0,2.0,0.0,2024
"KS, Allen",20001,Non-human activity,0.0,0.0,0.0,2024
"KS, Anderson",20003,Human infections and non-human activity,0.0,0.0,1.0,2024
"KS, Atchison",20005,Human infections and non-human activity,2.0,1.0,0.0,2024
"KS, Barber",20007,Human infections and non-human activity,4.0,1.0,0.0,2024
"KS, Barton",20009,Human infections and non-human activity,41.0,11.0,15.0,2024
"KS, Bourbon",20011,Human infections and non-human activity,0.0,0.0,1.0,2024
"KS, Brown",20013,Human infections and non-human activity,0.0,0.0,1.0,2024
"KS, Butler",20015,Human infections and non-human activity,13.0,6.0,7.0,2024
"KS, Chase",20017,Human infections and non-human activity,2.0,1.0,1.0,2024
"KS, Chautauqua",20019,Human infections and non-human activity,1.0,0.0,0.0,2024
"KS, Cherokee",20021,Non-human activity,0.0,0.0,0.0,2024
"KS, Cheyenne",20023,Human infections and non-human activity,3.0,3.0,1.0,2024
"KS, Clark",20025,Human infections and non-human activity,6.0,3.0,1.0,2024
"KS, Clay",20027,Human infections and non-human activity,5.0,3.0,2.0,2024
"KS, Cloud",20029,Human infections and non-human activity,2.0,1.0,0.0,2024
"KS, Coffey",20031,Non-human activity,0.0,0.0,0.0,2024
"KS, Comanche",20033,Human infections and non-human activity,1.0,0.0,1.0,2024
"KS, Cowley",20035,Human infections and non-human activity,4.0,2.0,3.0,2024
"KS, Crawford",20037,Human infections and non-human activity,4.0,1.0,1.0,2024
"KS, Decatur",20039,Human infections and non-human activity,3.0,3.0,2.0,2024
"KS, Dickinson",20041,Human infections and non-human activity,15.0,8.0,3.0,2024
"KS, Doniphan",20043,Human infections and non-human activity,1.0,1.0,1.0,2024
"KS, Douglas",20045,Human infections and non-human activity,18.0,10.0,3.0,2024
"KS, Edwards",20047,Human infections and non-human activity,3.0,0.0,2.0,2024
"KS, Elk",20049,Non-human activity,0.0,0.0,0.0,2024
"KS, Ellis",20051,Human infections and non-human activity,11.0,8.0,9.0,2024
"KS, Ellsworth",20053,Human infections and non-human activity,3.0,1.0,2.0,2024
"KS, Finney",20055,Human infections and non-human activity,10.0,4.0,11.0,2024
"KS, Ford",20057,Human infections and non-human activity,23.0,13.0,4.0,2024
"KS, Franklin",20059,Human infections and non-human activity,2.0,2.0,2.0,2024
"KS, Geary",20061,Human infections and non-human activity,1.0,0.0,1.0,2024
"KS, Gove",20063,Human infections and non-human activity,3.0,0.0,3.0,2024
"KS, Graham",20065,Human infections and non-human activity,3.0,1.0,2.0,2024
"KS, Grant",20067,Human infections and non-human activity,5.0,3.0,2.0,2024
"KS, Gray",20069,Human infections and non-human activity,16.0,12.0,7.0,2024
"KS, Greeley",20071,Human infections and non-human activity,2.0,1.0,0.0,2024
"KS, Greenwood",20073,Human infections and non-human activity,1.0,0.0,0.0,2024
"KS, Hamilton",20075,Human infections and non-human activity,5.0,2.0,2.0,2024
"KS, Harper",20077,Human infections and non-human activity,5.0,3.0,1.0,2024
"KS, Harvey",20079,Human infections and non-human activity,19.0,9.0,9.0,2024
"KS, Haskell",20081,Human infections and non-human activity,5.0,2.0,4.0,2024
"KS, Hodgeman",20083,Human infections and non-human activity,2.0,2.0,2.0,2024
"KS, Jackson",20085,Human infections and non-human activity,4.0,4.0,0.0,2024
"KS, Jefferson",20087,Non-human activity,0.0,0.0,0.0,2024
"KS, Jewell",20089,Human infections and non-human activity,4.0,3.0,0.0,2024
"KS, Johnson",20091,Human infections and non-human activity,64.0,52.0,19.0,2024
"KS, Kearny",20093,Human infections and non-human activity,4.0,1.0,3.0,2024
"KS, Kingman",20095,Human infections and non-human activity,6.0,4.0,0.0,2024
"KS, Kiowa",20097,Human infections and non-human activity,2.0,1.0,1.0,2024
"KS, Labette",20099,Non-human activity,0.0,0.0,0.0,2024
"KS, Lane",20101,Human infections and non-human activity,4.0,2.0,1.0,2024
"KS, Leavenworth",20103,Human infections and non-human activity,3.0,0.0,1.0,2024
"KS, Lincoln",20105,Human infections and non-human activity,4.0,1.0,0.0,2024
"KS, Linn",20107,Human infections and non-human activity,2.0,0.0,0.0,2024
"KS, Logan",20109,Human infections and non-human activity,2.0,0.0,1.0,2024
"KS, Lyon",20111,Human infections and non-human activity,2.0,2.0,0.0,2024
"KS, Mcpherson",20113,Human infections and non-human activity,14.0,7.0,13.0,2024
"KS, Marion",20115,Human infections and non-human activity,5.0,1.0,2.0,2024
"KS, Marshall",20117,Human infections and non-human activity,6.0,4.0,5.0,2024
"KS, Meade",20119,Human infections and non-human activity,12.0,6.0,1.0,2024
"KS, Miami",20121,Human infections and non-human activity,1.0,1.0,0.0,2024
"KS, Mitchell",20123,Human infections and non-human activity,4.0,2.0,0.0,2024
"KS, Montgomery",20125,Human infections and non-human activity,1.0,1.0,2.0,2024
"KS, Morris",20127,Human infections and non-human activity,2.0,0.0,1.0,2024
"KS, Morton",20129,Human infections and non-human activity,1.0,1.0,3.0,2024
"KS, Nemaha",20131,Human infections and non-human activity,1.0,1.0,1.0,2024
"KS, Neosho",20133,Human infections and non-human activity,1.0,1.0,1.0,2024
"KS, Ness",20135,Human infections and non-human activity,13.0,3.0,1.0,2024
"KS, Norton",20137,Human infections and non-human activity,3.0,0.0,0.0,2024
"KS, Osage",20139,Human infections and non-human activity,1.0,0.0,0.0,2024
"KS, Osborne",20141,Human infections and non-human activity,5.0,4.0,4.0,2024
"KS, Ottawa",20143,Human infections and non-human activity,1.0,1.0,0.0,2024
"KS, Pawnee",20145,Human infections and non-human activity,7.0,2.0,5.0,2024
"KS, Phillips",20147,Human infections and non-human activity,8.0,4.0,4.0,2024
"KS, Pottawatomie",20149,Human infections and non-human activity,4.0,3.0,0.0,2024
"KS, Pratt",20151,Human infections and non-human activity,17.0,8.0,3.0,2024
"KS, Rawlins",20153,Human infections and non-human activity,2.0,0.0,1.0,2024
"KS, Reno",20155,Human infections and non-human activity,38.0,20.0,14.0,2024
"KS, Republic",20157,Human infections and non-human activity,8.0,3.0,4.0,2024
"KS, Rice",20159,Human infections and non-human activity,8.0,5.0,4.0,2024
"KS, Riley",20161,Human infections and non-human activity,7.0,3.0,5.0,2024
"KS, Rooks",20163,Human infections and non-human activity,3.0,2.0,2.0,2024
"KS, Rush",20165,Human infections and non-human activity,5.0,3.0,2.0,2024
"KS, Russell",20167,Human infections and non-human activity,2.0,1.0,2.0,2024
"KS, Saline",20169,Human infections and non-human activity,25.0,15.0,5.0,2024
"KS, Scott",20171,Human infections and non-human activity,8.0,5.0,5.0,2024
"KS, Sedgwick",20173,Human infections and non-human activity,113.0,55.0,50.0,2024
"KS, Seward",20175,Human infections and non-human activity,5.0,4.0,2.0,2024
"KS, Shawnee",20177,Human infections and non-human activity,20.0,12.0,5.0,2024
"KS, Sheridan",20179,Human infections and non-human activity,0.0,0.0,6.0,2024
"KS, Sherman",20181,Human infections and non-human activity,11.0,5.0,4.0,2024
"KS, Smith",20183,Human infections and non-human activity,2.0,2.0,2.0,2024
"KS, Stafford",20185,Human infections and non-human activity,17.0,4.0,2.0,2024
"KS, Stanton",20187,Human infections,4.0,2.0,2.0,2024
"KS, Stevens",20189,Human infections and non-human activity,5.0,4.0,4.0,2024
"KS, Sumner",20191,Human infections and non-human activity,4.0,1.0,3.0,2024
"KS, Thomas",20193,Human infections and non-human activity,7.0,3.0,4.0,2024
"KS, Trego",20195,Human infections and non-human activity,6.0,3.0,2.0,2024
"KS, Wabaunsee",20197,Human infections and non-human activity,1.0,0.0,0.0,2024
"KS, Wallace",20199,Human infections and non-human activity,4.0,3.0,1.0,2024
"KS, Washington",20201,Human infections and non-human activity,5.0,4.0,4.0,2024
"KS, Wichita",20203,Human infections and non-human activity,1.0,1.0,2.0,2024
"KS, Wilson",20205,Human infections and non-human activity,0.0,0.0,1.0,2024
"KS, Woodson",20207,Human infections and non-human activity,1.0,0.0,0.0,2024
"KS, Wyandotte",20209,Human infections and non-human activity,18.0,17.0,0.0,2024
"KY, Adair",21001,Human infections and non-human activity,2.0,2.0,0.0,2024
"KY, Allen",21003,Human infections and non-human activity,1.0,1.0,0.0,2024
"KY, Ballard",21007,Non-human activity,0.0,0.0,0.0,2024
"KY, Bath",21011,Non-human activity,0.0,0.0,0.0,2024
"KY, Bell",21013,Human infections and non-human activity,1.0,1.0,0.0,2024
"KY, Boone",21015,Human infections and non-human activity,4.0,2.0,0.0,2024
"KY, Boyd",21019,Human infections and non-human activity,1.0,0.0,0.0,2024
"KY, Bracken",21023,Human infections and non-human activity,1.0,1.0,0.0,2024
"KY, Breathitt",21025,Human infections,1.0,1.0,0.0,2024
"KY, Breckinridge",21027,Human infections and non-human activity,1.0,1.0,0.0,2024
"KY, Butler",21031,Non-human activity,0.0,0.0,0.0,2024
"KY, Caldwell",21033,Non-human activity,0.0,0.0,0.0,2024
"KY, Calloway",21035,Non-human activity,0.0,0.0,0.0,2024
"KY, Campbell",21037,Human infections and non-human activity,6.0,4.0,1.0,2024
"KY, Carlisle",21039,Non-human activity,0.0,0.0,0.0,2024
"KY, Carroll",21041,Non-human activity,0.0,0.0,0.0,2024
"KY, Casey",21045,Non-human activity,0.0,0.0,0.0,2024
"KY, Christian",21047,Human infections and non-human activity,3.0,3.0,0.0,2024
"KY, Clark",21049,Human infections and non-human activity,3.0,3.0,1.0,2024
"KY, Clay",21051,Non-human activity,0.0,0.0,0.0,2024
"KY, Clinton",21053,Human infections,2.0,0.0,0.0,2024
"KY, Crittenden",21055,Non-human activity,0.0,0.0,0.0,2024
"KY, Cumberland",21057,Non-human activity,0.0,0.0,0.0,2024
"KY, Edmonson",21061,Human infections and non-human activity,1.0,1.0,0.0,2024
"KY, Elliott",21063,Non-human activity,0.0,0.0,0.0,2024
"KY, Estill",21065,Human infections and non-human activity,1.0,1.0,0.0,2024
"KY, Fleming",21069,Human infections and non-human activity,0.0,0.0,1.0,2024
"KY, Floyd",21071,Human infections and non-human activity,1.0,1.0,2.0,2024
"KY, Fulton",21075,Non-human activity,0.0,0.0,0.0,2024
"KY, Gallatin",21077,Non-human activity,0.0,0.0,0.0,2024
"KY, Garrard",21079,Non-human activity,0.0,0.0,0.0,2024
